instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
1,HCT001_ClearCellBoundary_001,GT Clear cell boundary,,1671.0,104.8,414.0,,,,,0.0,0.0000
2,HCT001_ClearCellBoundary_002,GT Clear cell boundary,,843.0,31.0,423.8,,,,,0.0,0.0000
3,HCT001_ClearCellBoundary_003,GT Clear cell boundary,,6062.0,77.9,470.0,,,,,0.0,0.0000
4,HCT001_CompactCellBoundary_001,GT Compact cell boundary,,488.0,62.1,8.7,,,,,0.0,0.0000
5,HCT001_CompactCellBoundary_002,GT Compact cell boundary,,447.0,84.1,19.0,,,,,0.0,0.0000
6,HCT001_CompactCellBoundary_003,GT Compact cell boundary,,1330.0,265.7,30.1,,,,,0.0,0.0000
7,HCT001_CompactCellBoundary_004,GT Compact cell boundary,,692.0,465.0,29.0,,,,,0.0,0.0000
8,HCT001_CompactCellBoundary_005,GT Compact cell boundary,,1019.0,43.4,26.8,,,,,0.0,0.0000
9,HCT001_CompactCellBoundary_006,GT Compact cell boundary,,1106.0,359.4,38.4,,,,,0.0,0.0000
10,HCT001_CompactCellBoundary_007,GT Compact cell boundary,,516.0,176.8,37.7,,,,,0.0,0.0000
11,HCT001_CompactCellBoundary_008,GT Compact cell boundary,,518.0,88.8,38.5,,,,,0.0,0.0000
12,HCT001_CompactCellBoundary_009,GT Compact cell boundary,,621.0,480.8,45.7,,,,,0.0,0.0000
13,HCT001_CompactCellBoundary_010,GT Compact cell boundary,,431.0,152.8,42.8,,,,,0.0,0.0000
14,HCT001_CompactCellBoundary_011,GT Compact cell boundary,,1754.0,393.1,57.1,,,,,0.0,0.0000
15,HCT001_CompactCellBoundary_012,GT Compact cell boundary,,642.0,253.0,53.5,,,,,0.0,0.0000
16,HCT001_CompactCellBoundary_013,GT Compact cell boundary,,955.0,61.4,57.0,,,,,0.0,0.0000
17,HCT001_CompactCellBoundary_014,GT Compact cell boundary,,947.0,321.4,61.8,,,,,0.0,0.0000
18,HCT001_CompactCellBoundary_015,GT Compact cell boundary,,439.0,118.8,61.7,,,,,0.0,0.0000
19,HCT001_CompactCellBoundary_016,GT Compact cell boundary,,1004.0,161.3,65.6,,,,,0.0,0.0000
20,HCT001_CompactCellBoundary_017,GT Compact cell boundary,,555.0,230.8,67.6,,,,,0.0,0.0000
21,HCT001_CompactCellBoundary_018,GT Compact cell boundary,,713.0,456.7,72.7,,,,,0.0,0.0000
22,HCT001_CompactCellBoundary_019,GT Compact cell boundary,,700.0,350.0,69.4,,,,,0.0,0.0000
23,HCT001_CompactCellBoundary_020,GT Compact cell boundary,,712.0,207.2,74.2,,,,,0.0,0.0000
24,HCT001_CompactCellBoundary_021,GT Compact cell boundary,,982.0,380.3,85.9,,,,,0.0,0.0000
25,HCT001_CompactCellBoundary_022,GT Compact cell boundary,,575.0,57.2,78.9,,,,,0.0,0.0000
26,HCT001_CompactCellBoundary_023,GT Compact cell boundary,,435.0,190.0,86.9,,,,,0.0,0.0000
