instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
1,HCT006_ClearCellBoundary_001,GT Clear cell boundary,,5628.0,113.5,61.5,,,,,0.0,0.0000
2,HCT006_ClearCellBoundary_002,GT Clear cell boundary,,1106.0,428.3,42.7,,,,,0.0,0.0000
3,HCT006_ClearCellBoundary_003,GT Clear cell boundary,,2148.0,386.2,59.0,,,,,0.0,0.0000
4,HCT006_ClearCellBoundary_004,GT Clear cell boundary,,1418.0,219.4,122.5,,,,,0.0,0.0000
5,HCT006_ClearCellBoundary_005,GT Clear cell boundary,,1453.0,250.5,131.9,,,,,0.0,0.0000
6,HCT006_ClearCellBoundary_006,GT Clear cell boundary,,1421.0,275.4,144.6,,,,,0.0,0.0000
7,HCT006_ClearCellBoundary_007,GT Clear cell boundary,,3321.0,202.5,168.9,,,,,0.0,0.0000
8,HCT006_ClearCellBoundary_008,GT Clear cell boundary,,1668.0,354.3,173.2,,,,,0.0,0.0000
9,HCT006_ClearCellBoundary_009,GT Clear cell boundary,,3287.0,412.9,201.8,,,,,0.0,0.0000
10,HCT006_ClearCellBoundary_010,GT Clear cell boundary,,1335.0,59.0,186.5,,,,,0.0,0.0000
11,HCT006_ClearCellBoundary_011,GT Clear cell boundary,,2079.0,480.0,209.1,,,,,0.0,0.0000
12,HCT006_ClearCellBoundary_012,GT Clear cell boundary,,1819.0,373.3,218.5,,,,,0.0,0.0000
13,HCT006_ClearCellBoundary_013,GT Clear cell boundary,,1848.0,480.2,241.5,,,,,0.0,0.0000
14,HCT006_ClearCellBoundary_014,GT Clear cell boundary,,1378.0,419.3,243.4,,,,,0.0,0.0000
15,HCT006_ClearCellBoundary_015,GT Clear cell boundary,,4202.0,355.4,271.5,,,,,0.0,0.0000
16,HCT006_ClearCellBoundary_016,GT Clear cell boundary,,540.0,216.5,260.5,,,,,0.0,0.0000
17,HCT006_ClearCellBoundary_017,GT Clear cell boundary,,1382.0,174.4,272.7,,,,,0.0,0.0000
18,HCT006_ClearCellBoundary_018,GT Clear cell boundary,,2431.0,426.0,291.7,,,,,0.0,0.0000
19,HCT006_ClearCellBoundary_019,GT Clear cell boundary,,1851.0,463.3,283.4,,,,,0.0,0.0000
20,HCT006_ClearCellBoundary_020,GT Clear cell boundary,,1805.0,494.6,283.4,,,,,0.0,0.0000
21,HCT006_ClearCellBoundary_021,GT Clear cell boundary,,830.0,210.5,281.7,,,,,0.0,0.0000
22,HCT006_ClearCellBoundary_022,GT Clear cell boundary,,688.0,232.4,290.9,,,,,0.0,0.0000
23,HCT006_ClearCellBoundary_023,GT Clear cell boundary,,884.0,392.4,288.2,,,,,0.0,0.0000
24,HCT006_CompactCellBoundary_001,GT Compact cell boundary,,2581.0,119.8,302.7,,,,,0.0,0.0000
25,HCT006_CompactCellBoundary_002,GT Compact cell boundary,,1459.0,171.5,307.5,,,,,0.0,0.0000
26,HCT006_ClearCellBoundary_024,GT Clear cell boundary,,787.0,213.0,309.5,,,,,0.0,0.0000
27,HCT006_ClearCellBoundary_025,GT Clear cell boundary,,1069.0,366.2,313.5,,,,,0.0,0.0000
28,HCT006_ClearCellBoundary_026,GT Clear cell boundary,,4292.0,462.2,339.4,,,,,0.0,0.0000
29,HCT006_CompactCellBoundary_003,GT Compact cell boundary,,867.0,90.8,324.8,,,,,0.0,0.0000
30,HCT006_ClearCellBoundary_027,GT Clear cell boundary,,1537.0,395.6,333.9,,,,,0.0,0.0000
31,HCT006_CompactCellBoundary_004,GT Compact cell boundary,,574.0,187.6,330.9,,,,,0.0,0.0000
32,HCT006_ClearCellBoundary_028,GT Clear cell boundary,,1754.0,210.3,348.4,,,,,0.0,0.0000
33,HCT006_CompactCellBoundary_005,GT Compact cell boundary,,1856.0,132.3,361.8,,,,,0.0,0.0000
34,HCT006_CompactCellBoundary_006,GT Compact cell boundary,,987.0,119.0,344.1,,,,,0.0,0.0000
35,HCT006_CompactCellBoundary_007,GT Compact cell boundary,,807.0,170.7,349.3,,,,,0.0,0.0000
36,HCT006_ClearCellBoundary_029,GT Clear cell boundary,,1653.0,79.7,366.3,,,,,0.0,0.0000
37,HCT006_ClearCellBoundary_030,GT Clear cell boundary,,3188.0,319.3,369.0,,,,,0.0,0.0000
38,HCT006_ClearCellBoundary_031,GT Clear cell boundary,,2754.0,255.3,385.1,,,,,0.0,0.0000
39,HCT006_ClearCellBoundary_032,GT Clear cell boundary,,8319.0,458.0,428.5,,,,,0.0,0.0000
40,HCT006_CompactCellBoundary_008,GT Compact cell boundary,,675.0,163.5,373.5,,,,,0.0,0.0000
41,HCT006_ClearCellBoundary_033,GT Clear cell boundary,,2146.0,365.1,392.3,,,,,0.0,0.0000
42,HCT006_ClearCellBoundary_034,GT Clear cell boundary,,1618.0,489.1,386.4,,,,,0.0,0.0000
43,HCT006_ClearCellBoundary_035,GT Clear cell boundary,,1713.0,208.3,390.1,,,,,0.0,0.0000
44,HCT006_ClearCellBoundary_036,GT Clear cell boundary,,1167.0,291.3,391.5,,,,,0.0,0.0000
45,HCT006_CompactCellBoundary_009,GT Compact cell boundary,,417.0,178.1,389.2,,,,,0.0,0.0000
46,HCT006_ClearCellBoundary_037,GT Clear cell boundary,,1791.0,105.3,398.3,,,,,0.0,0.0000
47,HCT006_ClearCellBoundary_038,GT Clear cell boundary,,3849.0,395.0,424.6,,,,,0.0,0.0000
