tile_id,tile_name,boundary_name,boundary_class,include_for_cellseg1,nuclei_inside,nuclei_inside_in_tile,nuclei_names,stroma_overlap_px,stroma_overlap_fraction,flags
human_compact_tile_001,Human compact tile 001,HCT001_ClearCellBoundary_001,GT Clear cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_ClearCellBoundary_002,GT Clear cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_ClearCellBoundary_003,GT Clear cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_CompactCellBoundary_001,GT Compact cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_CompactCellBoundary_002,GT Compact cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_CompactCellBoundary_003,GT Compact cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_CompactCellBoundary_004,GT Compact cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_CompactCellBoundary_005,GT Compact cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_CompactCellBoundary_006,GT Compact cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_CompactCellBoundary_007,GT Compact cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_CompactCellBoundary_008,GT Compact cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
human_compact_tile_001,Human compact tile 001,HCT001_CompactCellBoundary_009,GT Compact cell boundary,true,NA,NA,,0.0,0.0000,PNG_DERIVED_NO_NUCLEUS_QC
