instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
1,HCT003_CompactCellBoundary_001,GT Compact cell boundary,,656.0,40.4,10.7,,,,,0.0,0.0000
2,HCT003_CompactCellBoundary_002,GT Compact cell boundary,,1784.0,89.4,22.0,,,,,0.0,0.0000
3,HCT003_CompactCellBoundary_003,GT Compact cell boundary,,6195.0,189.9,74.8,,,,,0.0,0.0000
4,HCT003_CompactCellBoundary_004,GT Compact cell boundary,,2215.0,399.6,84.9,,,,,0.0,0.0000
5,HCT003_CompactCellBoundary_005,GT Compact cell boundary,,2178.0,108.7,100.4,,,,,0.0,0.0000
6,HCT003_CompactCellBoundary_006,GT Compact cell boundary,,1313.0,338.7,114.3,,,,,0.0,0.0000
7,HCT003_CompactCellBoundary_007,GT Compact cell boundary,,2240.0,198.4,136.4,,,,,0.0,0.0000
8,HCT003_CompactCellBoundary_008,GT Compact cell boundary,,979.0,368.6,120.6,,,,,0.0,0.0000
9,HCT003_CompactCellBoundary_009,GT Compact cell boundary,,2518.0,278.2,154.2,,,,,0.0,0.0000
10,HCT003_CompactCellBoundary_010,GT Compact cell boundary,,526.0,453.1,203.2,,,,,0.0,0.0000
11,HCT003_CompactCellBoundary_011,GT Compact cell boundary,,577.0,475.3,224.4,,,,,0.0,0.0000
12,HCT003_CompactCellBoundary_012,GT Compact cell boundary,,1408.0,430.5,235.8,,,,,0.0,0.0000
13,HCT003_CompactCellBoundary_013,GT Compact cell boundary,,750.0,376.3,233.2,,,,,0.0,0.0000
14,HCT003_CompactCellBoundary_014,GT Compact cell boundary,,3299.0,203.0,270.0,,,,,0.0,0.0000
15,HCT003_CompactCellBoundary_015,GT Compact cell boundary,,2532.0,403.1,289.2,,,,,0.0,0.0000
16,HCT003_CompactCellBoundary_016,GT Compact cell boundary,,1687.0,421.7,391.6,,,,,0.0,0.0000
17,HCT003_CompactCellBoundary_017,GT Compact cell boundary,,2285.0,381.2,427.3,,,,,0.0,0.0000
