instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","T17_CompactCellBoundary_001","GT Compact cell boundary","T17_Nucleus_001","1144.5","184.6","57.0","37206.6","46772.0","37209.5","46777.0","0.0","0.0000"
"2","T17_ClearCellBoundary_001","GT Clear cell boundary","T17_Nucleus_003","4628.8","347.7","87.3","37369.7","46802.3","37379.5","46792.5","0.0","0.0000"
"3","T17_ClearCellBoundary_002","GT Clear cell boundary","T17_Nucleus_005","6856.5","116.9","100.6","37138.9","46815.6","37132.0","46834.0","0.0","0.0000"
"4","T17_ClearCellBoundary_004","GT Clear cell boundary","T17_Nucleus_007","6529.5","413.1","117.1","37435.1","46832.1","37464.0","46847.5","0.0","0.0000"
"5","T17_CompactCellBoundary_002","GT Compact cell boundary","T17_Nucleus_006","2256.5","148.6","137.3","37170.6","46852.3","37169.5","46846.0","0.0","0.0000"
"6","T17_ClearCellBoundary_005","GT Clear cell boundary","T17_Nucleus_010","8922.5","208.2","183.5","37230.2","46898.5","37210.0","46915.0","0.0","0.0000"
"7","T17_ClearCellBoundary_006","GT Clear cell boundary","T17_Nucleus_009","3221.5","465.1","189.8","37487.1","46904.8","37499.0","46908.5","0.0","0.0000"
"8","T17_ClearCellBoundary_007","GT Clear cell boundary","T17_Nucleus_012","10895.5","373.7","196.6","37395.7","46911.6","37451.0","46942.5","0.0","0.0000"
"9","T17_ClearCellBoundary_009","GT Clear cell boundary","T17_Nucleus_014","4871.5","125.2","249.7","37147.2","46964.7","37184.0","46971.5","0.0","0.0000"
"10","T17_ClearCellBoundary_010","GT Clear cell boundary","T17_Nucleus_013","2509.5","215.7","257.6","37237.7","46972.6","37219.5","46965.5","0.0","0.0000"
"11","T17_ClearCellBoundary_012","GT Clear cell boundary","T17_Nucleus_016","12150.7","389.0","288.9","37411.0","47003.9","37415.0","46989.0","0.0","0.0000"
"12","T17_ClearCellBoundary_013","GT Clear cell boundary","T17_Nucleus_017","5470.5","215.5","316.5","37237.5","47031.5","37215.0","47034.5","0.0","0.0000"
"13","T17_ClearCellBoundary_015","GT Clear cell boundary","T17_Nucleus_018","7990.0","400.2","373.3","37422.2","47088.3","37431.0","47088.0","0.0","0.0000"
"14","T17_ClearCellBoundary_016","GT Clear cell boundary","T17_Nucleus_020","4295.0","193.8","398.7","37215.8","47113.7","37192.0","47117.0","0.0","0.0000"
"15","T17_ClearCellBoundary_017","GT Clear cell boundary","T17_Nucleus_021","4494.5","99.5","406.7","37121.5","47121.7","37121.5","47157.0","0.0","0.0000"
"16","T17_ClearCellBoundary_018","GT Clear cell boundary","T17_Nucleus_022","4920.5","44.0","448.6","37066.0","47163.6","37069.5","47180.0","0.0","0.0000"
"17","T17_ClearCellBoundary_019","GT Clear cell boundary","T17_Nucleus_023","9598.0","148.0","471.3","37170.0","47186.3","37132.5","47192.5","0.0","0.0000"
"18","T17_ClearCellBoundary_020","GT Clear cell boundary","T17_Nucleus_025","3482.5","222.5","502.0","37244.5","47217.0","37215.0","47227.0","0.0","0.0000"
