instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","T12_CompactCellBoundary_002","GT Compact cell boundary","T12_Nucleus_003","740.5","487.7","4.4","37509.7","45183.4","37508.5","45181.5","0.0","0.0000"
"2","T12_ClearCellBoundary_002","GT Clear cell boundary","T12_Nucleus_004","2309.5","155.8","7.5","37177.8","45186.5","37157.0","45187.5","0.0","0.0000"
"3","T12_CompactCellBoundary_003","GT Compact cell boundary","T12_Nucleus_007","1326.5","376.9","23.5","37398.9","45202.5","37396.5","45198.5","0.0","0.0000"
"4","T12_CompactCellBoundary_004","GT Compact cell boundary","T12_Nucleus_005","2832.5","331.8","25.6","37353.8","45204.6","37356.0","45195.5","0.0","0.0000"
"5","T12_CompactCellBoundary_005","GT Compact cell boundary","T12_Nucleus_008","1616.0","267.8","38.3","37289.8","45217.3","37286.5","45206.0","0.0","0.0000"
"6","T12_ClearCellBoundary_003","GT Clear cell boundary","T12_Nucleus_010","3997.3","493.0","62.6","37515.0","45241.6","37518.0","45247.5","0.0","0.0000"
"7","T12_ClearCellBoundary_004","GT Clear cell boundary","T12_Nucleus_011","2090.5","53.5","66.1","37075.5","45245.1","37082.5","45262.0","0.0","0.0000"
"8","T12_ClearCellBoundary_005","GT Clear cell boundary","T12_Nucleus_013","6946.5","116.7","91.5","37138.7","45270.5","37108.5","45293.5","0.0","0.0000"
"9","T12_ClearCellBoundary_006","GT Clear cell boundary","T12_Nucleus_012","3569.5","34.5","113.3","37056.5","45292.3","37076.0","45287.5","0.0","0.0000"
"10","T12_ClearCellBoundary_007","GT Clear cell boundary","T12_Nucleus_016","5425.0","287.2","114.5","37309.2","45293.5","37321.0","45317.0","0.0","0.0000"
"11","T12_CompactCellBoundary_006","GT Compact cell boundary","T12_Nucleus_014","3519.0","484.2","131.0","37506.2","45310.0","37496.5","45308.0","0.0","0.0000"
"12","T12_ClearCellBoundary_008","GT Clear cell boundary","T12_Nucleus_015","2408.0","179.4","137.7","37201.4","45316.7","37196.5","45315.0","0.0","0.0000"
"13","T12_ClearCellBoundary_009","GT Clear cell boundary","T12_Nucleus_017","3127.5","258.6","162.8","37280.6","45341.8","37272.5","45342.5","0.0","0.0000"
"14","T12_ClearCellBoundary_010","GT Clear cell boundary","T12_Nucleus_019","5868.4","94.8","179.0","37116.8","45358.0","37128.0","45353.0","0.0","0.0000"
"15","T12_CompactCellBoundary_007","GT Compact cell boundary","T12_Nucleus_020","2459.0","469.9","182.0","37491.9","45361.0","37487.5","45367.5","0.0","0.0000"
"16","T12_ClearCellBoundary_011","GT Clear cell boundary","T12_Nucleus_018","2508.0","183.3","183.4","37205.3","45362.4","37189.0","45350.0","0.0","0.0000"
"17","T12_CompactCellBoundary_008","GT Compact cell boundary","T12_Nucleus_022","2570.5","378.4","185.2","37400.4","45364.2","37401.0","45382.0","0.0","0.0000"
"18","T12_CompactCellBoundary_009","GT Compact cell boundary","T12_Nucleus_025","1352.0","339.0","211.0","37361.0","45390.0","37365.5","45395.5","0.0","0.0000"
