instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","yolo_T25_UncertainCellBoundary_001","GT Clear cell boundary","yolo_T25_Nucleus_005","3882.5","343.6","24.8","35191.6","44932.8","35219.2","44953.2","0.0","0.0000"
"2","yolo_T25_UncertainCellBoundary_003","GT Clear cell boundary","yolo_T25_Nucleus_002","5068.5","240.2","29.1","35088.2","44937.1","35062.4","44927.8","0.0","0.0000"
"3","yolo_T25_ClearCellBoundary_001","GT Clear cell boundary","yolo_T25_Nucleus_001","6444.5","155.3","48.4","35003.3","44956.4","35016.0","44915.0","0.0","0.0000"
"4","yolo_T25_CompactCellBoundary_001","GT Compact cell boundary","yolo_T25_Nucleus_007","1937.5","117.8","103.2","34965.8","45011.2","34972.5","45014.0","182.0","0.0939"
"5","yolo_T25_ClearCellBoundary_002","GT Clear cell boundary","yolo_T25_Nucleus_009","9587.0","355.8","108.4","35203.8","45016.4","35232.5","45045.5","0.0","0.0000"
"6","yolo_T25_UncertainCellBoundary_006","GT Clear cell boundary","yolo_T25_Nucleus_012","6283.3","291.2","146.0","35139.2","45054.0","35135.9","45073.4","0.0","0.0000"
"7","yolo_T25_ClearCellBoundary_003","GT Clear cell boundary","yolo_T25_Nucleus_011","11566.0","89.5","186.4","34937.5","45094.4","34975.5","45069.0","19.7","0.0017"
"8","yolo_T25_UncertainCellBoundary_007","GT Clear cell boundary","yolo_T25_Nucleus_010","15734.6","444.4","208.3","35292.4","45116.3","35283.9","45068.7","0.0","0.0000"
"9","yolo_T25_ClearCellBoundary_004","GT Clear cell boundary","yolo_T25_Nucleus_014","3191.0","252.1","218.8","35100.1","45126.8","35111.0","45139.0","0.0","0.0000"
"10","yolo_T25_UncertainCellBoundary_009","GT Clear cell boundary","yolo_T25_Nucleus_013","4444.5","338.4","224.7","35186.4","45132.7","35172.0","45117.8","0.0","0.0000"
"11","yolo_T25_ClearCellBoundary_005","GT Clear cell boundary","yolo_T25_Nucleus_015","3352.5","206.5","274.5","35054.5","45182.5","35057.0","45159.0","0.0","0.0000"
"12","yolo_T25_ClearCellBoundary_006","GT Clear cell boundary","yolo_T25_Nucleus_016","6676.8","293.8","289.8","35141.8","45197.8","35119.5","45169.5","0.0","0.0000"
"13","yolo_T25_UncertainCellBoundary_010","GT Clear cell boundary","yolo_T25_Nucleus_018","3286.0","364.6","291.2","35212.6","45199.2","35221.4","45202.9","0.0","0.0000"
"14","yolo_T25_ClearCellBoundary_007","GT Clear cell boundary","yolo_T25_Nucleus_017","3721.0","440.2","296.4","35288.2","45204.4","35305.0","45192.0","0.0","0.0000"
"15","yolo_T25_ClearCellBoundary_008","GT Clear cell boundary","yolo_T25_Nucleus_020","11829.6","214.3","361.4","35062.3","45269.4","35019.0","45299.5","0.0","0.0000"
"16","yolo_T25_ClearCellBoundary_009","GT Clear cell boundary","yolo_T25_Nucleus_019","3284.5","482.0","374.4","35330.0","45282.4","35359.0","45283.5","0.0","0.0000"
"17","yolo_T25_ClearCellBoundary_010","GT Clear cell boundary","yolo_T25_Nucleus_021","3721.5","338.1","384.7","35186.1","45292.7","35214.0","45315.5","0.0","0.0000"
"18","yolo_T25_CompactCellBoundary_002","GT Compact cell boundary","yolo_T25_Nucleus_022","517.0","432.7","417.2","35280.7","45325.2","35279.5","45329.5","0.0","0.0000"
"19","yolo_T25_ClearCellBoundary_011","GT Clear cell boundary","yolo_T25_Nucleus_025","5008.7","380.0","447.2","35228.0","45355.2","35198.0","45381.5","0.0","0.0000"
