instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","yolo_T22_CompactCellBoundary_001","GT Compact cell boundary","yolo_T22_Nucleus_001","2620.0","433.0","40.4","34256.0","44436.4","34260.5","44432.5","0.0","0.0000"
"2","yolo_T22_CompactCellBoundary_002","GT Compact cell boundary","yolo_T22_Nucleus_002","3501.5","366.9","61.1","34189.9","44457.1","34198.5","44460.5","0.0","0.0000"
"3","yolo_T22_ClearCellBoundary_001","GT Clear cell boundary","yolo_T22_Nucleus_005","12581.5","240.2","82.5","34063.2","44478.5","34030.9","44519.2","0.0","0.0000"
"4","yolo_T22_CompactCellBoundary_003","GT Compact cell boundary","yolo_T22_Nucleus_003","2149.0","155.9","93.4","33978.9","44489.4","33983.0","44481.9","0.0","0.0000"
"5","yolo_T22_CompactCellBoundary_004","GT Compact cell boundary","yolo_T22_Nucleus_004","2279.0","421.5","106.0","34244.5","44502.0","34242.7","44509.8","0.0","0.0000"
"6","yolo_T22_ClearCellBoundary_003","GT Clear cell boundary","yolo_T22_Nucleus_009","4241.0","52.5","158.8","33875.5","44554.8","33872.6","44583.8","0.0","0.0000"
"7","yolo_T22_ClearCellBoundary_004","GT Clear cell boundary","yolo_T22_Nucleus_008","13084.5","161.2","183.3","33984.2","44579.3","34012.5","44567.2","0.0","0.0000"
"8","yolo_T22_CompactCellBoundary_006","GT Compact cell boundary","yolo_T22_Nucleus_011","2432.0","83.1","220.5","33906.1","44616.5","33919.2","44622.4","0.0","0.0000"
"9","yolo_T22_CompactCellBoundary_007","GT Compact cell boundary","yolo_T22_Nucleus_012","3836.5","462.8","267.1","34285.8","44663.1","34292.8","44664.4","0.0","0.0000"
"10","yolo_T22_CompactCellBoundary_008","GT Compact cell boundary","yolo_T22_Nucleus_013","2264.5","143.5","283.6","33966.5","44679.6","33976.3","44686.2","0.0","0.0000"
"11","yolo_T22_CompactCellBoundary_009","GT Compact cell boundary","yolo_T22_Nucleus_014","3626.4","488.9","312.9","34311.9","44708.9","34309.0","44714.0","0.0","0.0000"
"12","yolo_T22_ClearCellBoundary_007","GT Clear cell boundary","yolo_T22_Nucleus_015","14952.5","200.8","338.9","34023.8","44734.9","34030.2","44751.1","0.0","0.0000"
"13","yolo_T22_ClearCellBoundary_008","GT Clear cell boundary","yolo_T22_Nucleus_017","5604.5","44.0","343.6","33867.0","44739.6","33847.4","44766.0","0.0","0.0000"
"14","yolo_T22_CompactCellBoundary_010","GT Compact cell boundary","yolo_T22_Nucleus_016","3034.0","359.4","368.0","34182.4","44764.0","34171.8","44765.7","0.0","0.0000"
"15","yolo_T22_ClearCellBoundary_009","GT Clear cell boundary","yolo_T22_Nucleus_018","7607.3","284.6","389.8","34107.6","44785.8","34134.8","44775.2","0.0","0.0000"
"16","yolo_T22_ClearCellBoundary_010","GT Clear cell boundary","yolo_T22_Nucleus_019","8048.0","411.1","408.7","34234.1","44804.7","34205.1","44822.0","0.0","0.0000"
"17","yolo_T22_ClearCellBoundary_011","GT Clear cell boundary","yolo_T22_Nucleus_020","3924.5","429.0","463.3","34252.0","44859.3","34248.5","44855.0","0.0","0.0000"
"18","yolo_T22_ClearCellBoundary_012","GT Clear cell boundary","yolo_T22_Nucleus_021","4544.0","37.8","479.0","33860.8","44875.0","33854.5","44892.8","0.0","0.0000"
