instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","T13_ClearCellBoundary_004","GT Clear cell boundary","T13_Nucleus_004","1458.5","291.6","22.2","38337.6","45201.2","38336.5","45208.0","0.0","0.0000"
"2","T13_ClearCellBoundary_005","GT Clear cell boundary","T13_Nucleus_005","2997.0","17.8","31.7","38063.8","45210.7","38059.0","45217.5","0.0","0.0000"
"3","T13_CompactCellBoundary_001","GT Compact cell boundary","T13_Nucleus_006","646.5","312.6","56.4","38358.6","45235.4","38358.0","45240.5","0.0","0.0000"
"4","T13_ClearCellBoundary_006","GT Clear cell boundary","T13_Nucleus_008","4366.0","203.4","65.2","38249.4","45244.2","38274.5","45260.0","0.0","0.0000"
"5","T13_ClearCellBoundary_007","GT Clear cell boundary","T13_Nucleus_009","7578.5","394.2","69.4","38440.2","45248.4","38437.5","45279.5","0.0","0.0000"
"6","T13_ClearCellBoundary_008","GT Clear cell boundary","T13_Nucleus_007","4835.0","276.1","82.3","38322.1","45261.3","38331.0","45245.0","0.0","0.0000"
"7","T13_ClearCellBoundary_009","GT Clear cell boundary","T13_Nucleus_011","4255.5","140.4","90.4","38186.4","45269.4","38187.5","45297.0","0.0","0.0000"
"8","T13_ClearCellBoundary_010","GT Clear cell boundary","T13_Nucleus_014","6398.0","445.8","117.3","38491.8","45296.3","38469.5","45315.5","0.0","0.0000"
"9","T13_ClearCellBoundary_012","GT Clear cell boundary","T13_Nucleus_012","2386.5","82.3","119.8","38128.3","45298.8","38140.5","45300.5","0.0","0.0000"
"10","","GT Compact cell boundary","T13_Nucleus_013","872.5","245.0","124.9","38291.0","45303.9","38288.5","45304.5","0.0","0.0000"
"11","T13_ClearCellBoundary_013","GT Clear cell boundary","T13_Nucleus_015","1274.5","116.9","141.4","38162.9","45320.4","38157.0","45321.0","0.0","0.0000"
"12","T13_ClearCellBoundary_014","GT Clear cell boundary","T13_Nucleus_016","5935.3","367.0","160.7","38413.0","45339.7","38438.0","45336.5","0.0","0.0000"
"13","T13_CompactCellBoundary_002","GT Compact cell boundary","T13_Nucleus_017","961.5","68.5","167.4","38114.5","45346.4","38123.5","45347.0","0.0","0.0000"
"14","T13_CompactCellBoundary_003","GT Compact cell boundary","T13_Nucleus_018","526.0","151.4","176.6","38197.4","45355.6","38197.5","45356.5","0.0","0.0000"
"15","T13_ClearCellBoundary_015","GT Clear cell boundary","T13_Nucleus_019","3659.5","207.3","176.9","38253.3","45355.9","38265.5","45360.5","0.0","0.0000"
"16","T13_ClearCellBoundary_016","GT Clear cell boundary","T13_Nucleus_020","1392.0","133.6","208.8","38179.6","45387.8","38176.5","45380.0","0.0","0.0000"
"17","T13_ClearCellBoundary_018","GT Clear cell boundary","T13_Nucleus_021","2372.0","72.7","221.8","38118.7","45400.8","38120.0","45397.5","0.0","0.0000"
"18","T13_ClearCellBoundary_019","GT Clear cell boundary","T13_Nucleus_024","1104.0","32.8","226.8","38078.8","45405.8","38079.5","45403.0","0.0","0.0000"
"19","T13_ClearCellBoundary_020","GT Clear cell boundary","T13_Nucleus_026","2924.0","439.0","229.0","38485.0","45408.0","38480.5","45418.0","0.0","0.0000"
"20","T13_ClearCellBoundary_021","GT Clear cell boundary","T13_Nucleus_023","3280.0","217.7","229.5","38263.7","45408.5","38273.5","45401.0","0.0","0.0000"
"21","T13_ClearCellBoundary_022","GT Clear cell boundary","T13_Nucleus_025","3095.5","380.6","232.0","38426.6","45411.0","38419.5","45407.5","0.0","0.0000"
"22","T13_ClearCellBoundary_023","GT Clear cell boundary","T13_Nucleus_029","6331.0","112.5","279.8","38158.5","45458.8","38172.0","45486.5","0.0","0.0000"
"23","T13_ClearCellBoundary_024","GT Clear cell boundary","T13_Nucleus_028","2590.0","413.5","281.4","38459.5","45460.4","38444.0","45467.0","0.0","0.0000"
"24","T13_ClearCellBoundary_025","GT Clear cell boundary","T13_Nucleus_027","2894.5","361.7","287.2","38407.7","45466.2","38398.0","45454.5","0.0","0.0000"
"25","T13_ClearCellBoundary_026","GT Clear cell boundary","T13_Nucleus_030","3698.0","203.3","332.9","38249.3","45511.9","38271.0","45496.0","0.0","0.0000"
"26","T13_ClearCellBoundary_027","GT Clear cell boundary","T13_Nucleus_033","4313.8","252.1","336.3","38298.1","45515.3","38293.5","45513.0","0.0","0.0000"
"27","T13_ClearCellBoundary_028","GT Clear cell boundary","T13_Nucleus_032","4306.5","99.9","343.6","38145.9","45522.6","38133.0","45508.0","0.0","0.0000"
"28","T13_ClearCellBoundary_030","GT Clear cell boundary","T13_Nucleus_034","5260.5","351.8","361.6","38397.8","45540.6","38389.0","45565.0","0.0","0.0000"
"29","T13_ClearCellBoundary_031","GT Clear cell boundary","T13_Nucleus_036","1453.5","312.2","380.0","38358.2","45559.0","38372.5","45585.0","0.0","0.0000"
"30","T13_ClearCellBoundary_032","GT Clear cell boundary","T13_Nucleus_035","7163.5","419.0","389.4","38465.0","45568.4","38451.0","45580.0","0.0","0.0000"
"31","T13_ClearCellBoundary_033","GT Clear cell boundary","T13_Nucleus_037","3069.0","293.3","407.4","38339.3","45586.4","38353.0","45593.5","0.0","0.0000"
"32","T13_ClearCellBoundary_034","GT Clear cell boundary","T13_Nucleus_038","1427.0","355.6","433.3","38401.6","45612.3","38405.5","45626.0","0.0","0.0000"
"33","T13_ClearCellBoundary_036","GT Clear cell boundary","T13_Nucleus_040","2513.5","396.9","462.8","38442.9","45641.8","38445.0","45635.5","0.0","0.0000"
