instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","P2_ClearCellBoundary_001","GT Clear cell boundary","P2_Nucleus_001","6185.9","386.4","22.1","38944.4","42647.1","38972.1","42632.3","0.0","0.0000"
"2","P2_ClearCellBoundary_002","GT Clear cell boundary","P2_Nucleus_004","8288.9","151.1","46.3","38709.1","42671.3","38710.5","42695.0","0.0","0.0000"
"3","P2_ClearCellBoundary_003","GT Clear cell boundary","P2_Nucleus_003","4326.2","432.6","55.7","38990.6","42680.7","39001.5","42690.0","0.0","0.0000"
"4","P2_ClearCellBoundary_004","GT Clear cell boundary","P2_Nucleus_002","4850.6","496.6","57.7","39054.6","42682.7","39039.5","42682.0","0.0","0.0000"
"5","P2_ClearCellBoundary_005","GT Clear cell boundary","P2_Nucleus_006","9953.2","418.1","140.3","38976.1","42765.3","38961.0","42786.5","0.0","0.0000"
"6","P2_ClearCellBoundary_006","GT Clear cell boundary","P2_Nucleus_007","5206.1","463.0","191.4","39021.0","42816.4","38997.5","42818.0","0.0","0.0000"
"7","P2_ClearCellBoundary_007","GT Clear cell boundary","P2_Nucleus_005","17327.6","205.4","197.2","38763.4","42822.2","38734.0","42764.0","0.0","0.0000"
"8","P2_ClearCellBoundary_008","GT Clear cell boundary","P2_Nucleus_009","17515.5","92.1","237.9","38650.1","42862.9","38696.0","42862.5","0.0","0.0000"
"9","P2_ClearCellBoundary_009","GT Clear cell boundary","P2_Nucleus_012","6023.7","426.4","330.1","38984.4","42955.1","38992.0","42976.5","0.0","0.0000"
"10","P2_ClearCellBoundary_010","GT Clear cell boundary","P2_Nucleus_010","4661.9","349.8","346.0","38907.8","42971.0","38926.5","42943.0","0.0","0.0000"
"11","P2_ClearCellBoundary_011","GT Clear cell boundary","P2_Nucleus_011","5271.3","158.0","364.2","38716.0","42989.2","38725.5","42953.0","0.0","0.0000"
"12","P2_ClearCellBoundary_012","GT Clear cell boundary","P2_Nucleus_013","5660.4","75.6","369.4","38633.6","42994.4","38649.5","43004.0","0.0","0.0000"
"13","P2_ClearCellBoundary_013","GT Clear cell boundary","P2_Nucleus_014","2434.5","114.6","377.6","38672.6","43002.6","38669.5","43015.5","0.0","0.0000"
"14","P2_ClearCellBoundary_014","GT Clear cell boundary","P2_Nucleus_017","2355.6","396.3","422.8","38954.3","43047.8","38947.5","43069.0","0.0","0.0000"
"15","P2_ClearCellBoundary_015","GT Clear cell boundary","P2_Nucleus_015","3622.5","438.1","433.4","38996.1","43058.4","38983.0","43051.5","0.0","0.0000"
"16","P2_ClearCellBoundary_016","GT Clear cell boundary","P2_Nucleus_018","6213.7","330.9","442.3","38888.9","43067.3","38890.0","43077.5","0.0","0.0000"
"17","P2_ClearCellBoundary_017","GT Clear cell boundary","P2_Nucleus_016","4903.2","85.0","446.6","38643.0","43071.6","38635.0","43065.5","0.0","0.0000"
"18","P2_ClearCellBoundary_018","GT Clear cell boundary","P2_Nucleus_020","1086.8","497.4","484.0","39055.4","43109.0","39053.5","43114.5","0.0","0.0000"
"19","P2_ClearCellBoundary_019","GT Clear cell boundary","P2_Nucleus_019","3983.2","429.2","487.2","38987.2","43112.2","38970.0","43103.0","0.0","0.0000"
