instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","T8_ClearCellBoundary_001","GT Clear cell boundary","T8_Nucleus_001","8011.0","102.6","45.2","38660.6","46254.2","38619.0","46263.5","5.0","0.0006"
"2","T8_ClearCellBoundary_004","GT Clear cell boundary","T8_Nucleus_005","7033.0","71.3","149.1","38629.3","46358.1","38634.0","46384.5","0.0","0.0000"
"3","T8_ClearCellBoundary_005","GT Clear cell boundary","T8_Nucleus_006","3184.5","118.6","179.3","38676.6","46388.3","38666.5","46384.5","0.0","0.0000"
"4","T8_ClearCellBoundary_007","GT Clear cell boundary","T8_Nucleus_007","6975.5","430.2","221.2","38988.2","46430.2","39023.5","46416.0","0.0","0.0000"
"5","T8_ClearCellBoundary_008","GT Clear cell boundary","T8_Nucleus_008","2643.5","329.3","290.6","38887.3","46499.6","38891.5","46510.5","0.0","0.0000"
"6","T8_ClearCellBoundary_009","GT Clear cell boundary","T8_Nucleus_009","3796.0","295.0","333.7","38853.0","46542.7","38879.5","46535.5","0.0","0.0000"
"7","T8_ClearCellBoundary_010","GT Clear cell boundary","T8_Nucleus_010","5707.0","84.1","341.1","38642.1","46550.1","38632.0","46543.0","0.0","0.0000"
"8","T8_ClearCellBoundary_011","GT Clear cell boundary","T8_Nucleus_011","11033.5","170.3","361.4","38728.3","46570.4","38680.5","46586.5","0.0","0.0000"
"9","T8_ClearCellBoundary_012","GT Clear cell boundary","T8_Nucleus_012","4875.5","432.4","366.2","38990.4","46575.2","38986.0","46598.5","0.0","0.0000"
"10","T8_ClearCellBoundary_013","GT Clear cell boundary","T8_Nucleus_015","5448.5","285.8","394.7","38843.8","46603.7","38860.0","46620.5","0.0","0.0000"
"11","T8_ClearCellBoundary_014","GT Clear cell boundary","T8_Nucleus_013","3867.8","351.4","401.2","38909.4","46610.2","38903.0","46601.5","0.0","0.0000"
"12","T8_ClearCellBoundary_015","GT Clear cell boundary","T8_Nucleus_014","6908.0","82.8","439.1","38640.8","46648.1","38651.5","46608.0","0.0","0.0000"
"13","T8_ClearCellBoundary_016","GT Clear cell boundary","T8_Nucleus_016","6399.0","462.5","441.4","39020.5","46650.4","39026.5","46620.5","0.0","0.0000"
"14","T8_ClearCellBoundary_018","GT Clear cell boundary","T8_Nucleus_019","9714.0","245.0","506.8","38803.0","46715.8","38847.5","46712.5","0.0","0.0000"
