instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","yolo_T24_ClearCellBoundary_001","GT Clear cell boundary","yolo_T24_Nucleus_001","4574.0","82.4","3.8","34418.4","44911.8","34410.4","44922.3","0.0","0.0000"
"2","yolo_T24_ClearCellBoundary_002","GT Clear cell boundary","yolo_T24_Nucleus_004","7016.0","276.0","28.0","34612.0","44936.0","34646.3","44965.9","0.0","0.0000"
"3","yolo_T24_ClearCellBoundary_004","GT Clear cell boundary","yolo_T24_Nucleus_003","2707.0","97.3","46.6","34433.3","44954.6","34442.7","44960.1","0.0","0.0000"
"4","yolo_T24_ClearCellBoundary_005","GT Clear cell boundary","yolo_T24_Nucleus_007","2747.5","262.8","89.2","34598.8","44997.2","34629.7","45002.5","0.0","0.0000"
"5","yolo_T24_ClearCellBoundary_006","GT Clear cell boundary","yolo_T24_Nucleus_006","5177.0","127.1","93.9","34463.1","45001.9","34439.6","44996.1","0.0","0.0000"
"6","yolo_T24_ClearCellBoundary_007","GT Clear cell boundary","yolo_T24_Nucleus_005","1884.0","324.2","95.4","34660.2","45003.4","34665.1","44994.2","0.0","0.0000"
"7","yolo_T24_ClearCellBoundary_008","GT Clear cell boundary","yolo_T24_Nucleus_009","4293.5","45.4","131.2","34381.4","45039.2","34377.5","45050.8","0.0","0.0000"
"8","yolo_T24_ClearCellBoundary_009","GT Clear cell boundary","yolo_T24_Nucleus_008","2803.8","267.7","134.6","34603.7","45042.6","34594.5","45039.2","0.0","0.0000"
"9","yolo_T24_ClearCellBoundary_010","GT Clear cell boundary","yolo_T24_Nucleus_011","4160.0","209.6","149.7","34545.6","45057.7","34564.0","45062.4","0.0","0.0000"
"10","yolo_T24_ClearCellBoundary_011","GT Clear cell boundary","yolo_T24_Nucleus_010","5759.5","416.5","160.9","34752.5","45068.9","34720.6","45054.5","0.0","0.0000"
"11","yolo_T24_ClearCellBoundary_012","GT Clear cell boundary","yolo_T24_Nucleus_014","6670.5","329.1","162.6","34665.1","45070.6","34646.3","45106.1","0.0","0.0000"
"12","yolo_T24_CompactCellBoundary_001","GT Compact cell boundary","yolo_T24_Nucleus_013","3282.0","155.9","184.2","34491.9","45092.2","34490.4","45094.7","0.0","0.0000"
"13","yolo_T24_ClearCellBoundary_013","GT Clear cell boundary","yolo_T24_Nucleus_012","7765.0","70.7","201.0","34406.7","45109.0","34415.1","45073.2","0.0","0.0000"
"14","yolo_T24_ClearCellBoundary_014","GT Clear cell boundary","yolo_T24_Nucleus_015","8105.5","482.3","225.4","34818.3","45133.4","34797.7","45142.8","0.0","0.0000"
"15","yolo_T24_ClearCellBoundary_015","GT Clear cell boundary","yolo_T24_Nucleus_016","5494.5","170.9","264.5","34506.9","45172.5","34518.6","45152.1","0.0","0.0000"
"16","yolo_T24_ClearCellBoundary_016","GT Clear cell boundary","yolo_T24_Nucleus_017","1279.0","117.7","295.8","34453.7","45203.8","34457.4","45198.9","0.0","0.0000"
"17","yolo_T24_ClearCellBoundary_017","GT Clear cell boundary","yolo_T24_Nucleus_019","6018.0","270.5","309.8","34606.5","45217.8","34638.5","45216.3","0.0","0.0000"
"18","yolo_T24_ClearCellBoundary_018","GT Clear cell boundary","yolo_T24_Nucleus_020","2025.5","190.4","317.1","34526.4","45225.1","34524.9","45219.7","0.0","0.0000"
"19","yolo_T24_ClearCellBoundary_019","GT Clear cell boundary","yolo_T24_Nucleus_022","2168.5","332.5","320.1","34668.5","45228.1","34668.1","45227.9","0.0","0.0000"
"20","yolo_T24_ClearCellBoundary_020","GT Clear cell boundary","yolo_T24_Nucleus_023","4272.5","56.0","346.9","34392.0","45254.9","34425.7","45230.3","0.0","0.0000"
"21","yolo_T24_ClearCellBoundary_021","GT Clear cell boundary","yolo_T24_Nucleus_024","14864.4","117.2","397.9","34453.2","45305.9","34456.5","45241.9","0.0","0.0000"
"22","yolo_T24_ClearCellBoundary_022","GT Clear cell boundary","yolo_T24_Nucleus_026","4242.5","460.5","404.8","34796.5","45312.8","34783.7","45332.9","0.0","0.0000"
"23","yolo_T24_ClearCellBoundary_023","GT Clear cell boundary","yolo_T24_Nucleus_027","2226.0","463.4","465.2","34799.4","45373.2","34790.5","45381.6","0.0","0.0000"
