instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","T3_ClearCellBoundary_001","GT Clear cell boundary","T3_Nucleus_002","5654.5","387.8","55.1","38945.8","43704.1","38924.5","43725.5","0.0","0.0000"
"2","T3_ClearCellBoundary_002","GT Clear cell boundary","T3_Nucleus_001","3008.5","17.4","56.7","38575.4","43705.7","38578.5","43684.0","0.0","0.0000"
"3","T3_ClearCellBoundary_003","GT Clear cell boundary","T3_Nucleus_003","5467.0","308.8","70.0","38866.8","43719.0","38893.0","43730.0","0.0","0.0000"
"4","T3_ClearCellBoundary_004","GT Clear cell boundary","T3_Nucleus_004","10493.5","83.4","97.3","38641.4","43746.3","38592.0","43780.5","0.0","0.0000"
"5","T3_ClearCellBoundary_005","GT Clear cell boundary","T3_Nucleus_005","4414.0","501.7","98.3","39059.7","43747.3","39053.0","43783.5","0.0","0.0000"
"6","T3_ClearCellBoundary_007","GT Clear cell boundary","T3_Nucleus_010","9471.5","349.5","135.8","38907.5","43784.8","38908.0","43828.0","0.0","0.0000"
"7","T3_ClearCellBoundary_008","GT Clear cell boundary","T3_Nucleus_007","2049.5","493.4","169.5","39051.4","43818.5","39049.0","43812.0","0.0","0.0000"
"8","T3_ClearCellBoundary_009","GT Clear cell boundary","T3_Nucleus_011","6769.0","227.7","177.6","38785.7","43826.6","38772.5","43852.5","0.0","0.0000"
"9","T3_ClearCellBoundary_011","GT Clear cell boundary","T3_Nucleus_008","6786.5","42.6","202.3","38600.6","43851.3","38611.0","43817.5","0.0","0.0000"
"10","T3_ClearCellBoundary_012","GT Clear cell boundary","T3_Nucleus_012","3559.0","308.4","214.9","38866.4","43863.9","38899.0","43875.0","0.0","0.0000"
"11","T3_ClearCellBoundary_013","GT Clear cell boundary","T3_Nucleus_013","8588.8","452.9","228.5","39010.9","43877.5","38979.5","43886.5","0.0","0.0000"
"12","T3_ClearCellBoundary_015","GT Clear cell boundary","T3_Nucleus_016","5695.5","278.5","271.9","38836.5","43920.9","38827.5","43913.5","0.0","0.0000"
"13","T3_ClearCellBoundary_016","GT Clear cell boundary","T3_Nucleus_017","6083.0","426.2","290.7","38984.2","43939.7","38991.0","43921.0","0.0","0.0000"
"14","T3_ClearCellBoundary_017","GT Clear cell boundary","T3_Nucleus_015","6731.0","58.3","297.3","38616.3","43946.3","38650.0","43913.0","0.0","0.0000"
"15","T3_ClearCellBoundary_018","GT Clear cell boundary","T3_Nucleus_018","2070.0","510.3","309.4","39068.3","43958.4","39067.0","43953.0","0.0","0.0000"
"16","T3_ClearCellBoundary_019","GT Clear cell boundary","T3_Nucleus_019","3417.0","320.2","324.0","38878.2","43973.0","38868.0","43965.0","0.0","0.0000"
"17","T3_ClearCellBoundary_020","GT Clear cell boundary","T3_Nucleus_021","1091.5","388.7","332.5","38946.7","43981.5","38951.0","43986.5","0.0","0.0000"
"18","T3_ClearCellBoundary_021","GT Clear cell boundary","T3_Nucleus_020","8528.0","173.5","346.2","38731.5","43995.2","38724.5","43981.0","0.0","0.0000"
"19","T3_ClearCellBoundary_022","GT Clear cell boundary","T3_Nucleus_022","2981.0","450.8","347.6","39008.8","43996.6","38980.5","44005.0","0.0","0.0000"
"20","T3_ClearCellBoundary_023","GT Clear cell boundary","T3_Nucleus_023","6245.0","244.2","363.9","38802.2","44012.9","38825.0","44013.0","0.0","0.0000"
"21","T3_ClearCellBoundary_024","GT Clear cell boundary","T3_Nucleus_025","2587.5","370.6","373.0","38928.6","44022.0","38921.5","44019.0","0.0","0.0000"
"22","T3_ClearCellBoundary_025","GT Clear cell boundary","T3_Nucleus_026","3633.5","473.8","386.6","39031.8","44035.6","39034.5","44028.5","0.0","0.0000"
"23","T3_ClearCellBoundary_026","GT Clear cell boundary","T3_Nucleus_024","4041.5","304.1","388.0","38862.1","44037.0","38886.0","44014.0","0.0","0.0000"
"24","T3_ClearCellBoundary_028","GT Clear cell boundary","T3_Nucleus_029","3763.0","497.5","451.8","39055.5","44100.8","39027.5","44108.0","0.0","0.0000"
"25","T3_ClearCellBoundary_029","GT Clear cell boundary","T3_Nucleus_028","4303.0","240.6","454.7","38798.6","44103.7","38794.0","44088.0","0.0","0.0000"
