instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","T5_ClearCellBoundary_001","GT Clear cell boundary","T5_Nucleus_003","11058.8","128.5","106.0","38686.5","44779.0","38653.0","44819.0","0.0","0.0000"
"2","T5_ClearCellBoundary_003","GT Clear cell boundary","T5_Nucleus_004","4048.0","391.6","169.6","38949.6","44842.6","38935.5","44836.0","0.0","0.0000"
"3","T5_ClearCellBoundary_004","GT Clear cell boundary","T5_Nucleus_005","5500.5","136.5","193.3","38694.5","44866.3","38724.0","44881.5","0.0","0.0000"
"4","T5_ClearCellBoundary_005","GT Clear cell boundary","T5_Nucleus_006","3396.0","489.8","202.7","39047.8","44875.7","39045.5","44889.0","0.0","0.0000"
"5","T5_ClearCellBoundary_006","GT Clear cell boundary","T5_Nucleus_007","4426.5","352.9","213.1","38910.9","44886.1","38938.5","44891.5","0.0","0.0000"
"6","T5_ClearCellBoundary_007","GT Clear cell boundary","T5_Nucleus_010","8212.2","22.5","240.2","38580.5","44913.2","38572.5","44938.0","0.0","0.0000"
"7","T5_ClearCellBoundary_008","GT Clear cell boundary","T5_Nucleus_008","9621.0","234.6","240.6","38792.6","44913.6","38826.5","44920.5","0.0","0.0000"
"8","T5_ClearCellBoundary_009","GT Clear cell boundary","T5_Nucleus_009","4351.3","433.6","245.3","38991.6","44918.3","39001.5","44933.5","0.0","0.0000"
"9","T5_ClearCellBoundary_011","GT Clear cell boundary","T5_Nucleus_012","7761.0","326.6","280.8","38884.6","44953.8","38894.5","44953.0","0.0","0.0000"
"10","T5_ClearCellBoundary_012","GT Clear cell boundary","T5_Nucleus_013","6703.5","176.3","312.7","38734.3","44985.7","38752.0","44985.5","0.0","0.0000"
"11","T5_ClearCellBoundary_013","GT Clear cell boundary","T5_Nucleus_014","5120.5","410.8","319.9","38968.8","44992.9","38987.5","45003.5","0.0","0.0000"
"12","T5_ClearCellBoundary_014","GT Clear cell boundary","T5_Nucleus_015","3630.5","248.9","327.6","38806.9","45000.6","38802.0","45015.5","0.0","0.0000"
"13","T5_ClearCellBoundary_015","GT Clear cell boundary","T5_Nucleus_016","5547.0","492.1","340.7","39050.1","45013.7","39057.5","45047.0","0.0","0.0000"
"14","T5_ClearCellBoundary_016","GT Clear cell boundary","T5_Nucleus_017","4415.5","242.6","369.6","38800.6","45042.6","38819.0","45051.5","0.0","0.0000"
"15","T5_ClearCellBoundary_017","GT Clear cell boundary","T5_Nucleus_018","5632.6","354.5","398.5","38912.5","45071.5","38945.0","45064.5","0.0","0.0000"
"16","T5_ClearCellBoundary_018","GT Clear cell boundary","T5_Nucleus_019","4384.0","111.8","414.0","38669.8","45087.0","38661.5","45106.5","0.0","0.0000"
"17","T5_ClearCellBoundary_019","GT Clear cell boundary","T5_Nucleus_020","6671.0","453.0","419.2","39011.0","45092.2","39022.0","45114.5","0.0","0.0000"
"18","T5_ClearCellBoundary_020","GT Clear cell boundary","T5_Nucleus_021","6392.0","41.4","460.5","38599.4","45133.5","38622.0","45131.5","0.0","0.0000"
"19","T5_ClearCellBoundary_021","GT Clear cell boundary","T5_Nucleus_022","4173.0","141.3","467.3","38699.3","45140.3","38683.5","45161.5","0.0","0.0000"
