instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","yolo_T27_ClearCellBoundary_003","GT Clear cell boundary","yolo_T27_Nucleus_004","4527.3","250.1","27.2","33561.1","44423.2","33572.9","44449.8","0.0","0.0000"
"2","yolo_T27_ClearCellBoundary_004","GT Clear cell boundary","yolo_T27_Nucleus_003","4754.0","106.4","38.9","33417.4","44434.9","33401.1","44447.3","0.0","0.0000"
"3","yolo_T27_ClearCellBoundary_005","GT Clear cell boundary","yolo_T27_Nucleus_005","3102.0","356.9","67.2","33667.9","44463.2","33646.8","44455.0","0.0","0.0000"
"4","yolo_T27_ClearCellBoundary_006","GT Clear cell boundary","yolo_T27_Nucleus_007","7165.8","46.7","73.1","33357.7","44469.1","33407.0","44478.0","0.0","0.0000"
"5","yolo_T27_ClearCellBoundary_007","GT Clear cell boundary","yolo_T27_Nucleus_006","8474.5","432.0","98.9","33743.0","44494.9","33762.5","44457.0","0.0","0.0000"
"6","yolo_T27_ClearCellBoundary_008","GT Clear cell boundary","yolo_T27_Nucleus_008","5754.5","331.9","109.3","33642.9","44505.3","33610.5","44483.8","0.0","0.0000"
"7","yolo_T27_ClearCellBoundary_009","GT Clear cell boundary","yolo_T27_Nucleus_011","5968.5","234.5","120.9","33545.5","44516.9","33554.0","44559.5","0.0","0.0000"
"8","yolo_T27_ClearCellBoundary_010","GT Clear cell boundary","yolo_T27_Nucleus_010","6389.0","94.1","145.4","33405.1","44541.4","33393.8","44535.4","0.0","0.0000"
"9","yolo_T27_ClearCellBoundary_011","GT Clear cell boundary","yolo_T27_Nucleus_009","4275.8","5.1","152.7","33316.1","44548.7","33321.5","44520.5","0.0","0.0000"
"10","yolo_T27_ClearCellBoundary_012","GT Clear cell boundary","yolo_T27_Nucleus_012","4712.3","477.7","195.4","33788.7","44591.4","33807.5","44595.5","0.0","0.0000"
"11","yolo_T27_ClearCellBoundary_013","GT Clear cell boundary","yolo_T27_Nucleus_014","4170.5","16.8","228.5","33327.8","44624.5","33355.2","44615.4","0.0","0.0000"
"12","yolo_T27_ClearCellBoundary_014","GT Clear cell boundary","yolo_T27_Nucleus_013","8647.4","261.6","237.8","33572.6","44633.8","33579.6","44615.1","0.0","0.0000"
"13","yolo_T27_ClearCellBoundary_015","GT Clear cell boundary","yolo_T27_Nucleus_015","4304.0","194.2","263.2","33505.2","44659.2","33479.5","44661.0","0.0","0.0000"
"14","yolo_T27_ClearCellBoundary_016","GT Clear cell boundary","yolo_T27_Nucleus_017","5348.8","62.4","317.8","33373.4","44713.8","33400.6","44703.6","0.0","0.0000"
"15","yolo_T27_ClearCellBoundary_017","GT Clear cell boundary","yolo_T27_Nucleus_019","7389.2","462.5","394.4","33773.5","44790.4","33775.1","44830.9","0.0","0.0000"
"16","yolo_T27_ClearCellBoundary_018","GT Clear cell boundary","yolo_T27_Nucleus_018","8408.8","55.2","396.5","33366.2","44792.5","33348.4","44775.6","0.0","0.0000"
"17","yolo_T27_ClearCellBoundary_019","GT Clear cell boundary","yolo_T27_Nucleus_021","7121.5","358.7","450.3","33669.7","44846.3","33630.5","44876.0","0.0","0.0000"
"18","yolo_T27_ClearCellBoundary_020","GT Clear cell boundary","yolo_T27_Nucleus_022","6798.5","211.6","451.9","33522.6","44847.9","33537.8","44879.5","0.0","0.0000"
"19","yolo_T27_ClearCellBoundary_021","GT Clear cell boundary","yolo_T27_Nucleus_023","2551.8","25.9","493.2","33336.9","44889.2","33338.9","44896.3","0.0","0.0000"
