instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","T4_ClearCellBoundary_005","GT Clear cell boundary","T4_Nucleus_008","19498.9","129.5","201.7","38687.5","44362.7","38704.5","44323.5","0.0","0.0000"
"2","T4_ClearCellBoundary_006","GT Clear cell boundary","T4_Nucleus_013","7318.8","308.8","219.1","38866.8","44380.1","38888.0","44416.0","0.0","0.0000"
"3","T4_ClearCellBoundary_007","GT Clear cell boundary","T4_Nucleus_010","4263.5","470.0","223.4","39028.0","44384.4","39026.0","44406.0","0.0","0.0000"
"4","T4_ClearCellBoundary_008","GT Clear cell boundary","T4_Nucleus_012","2179.6","254.6","241.4","38812.6","44402.4","38813.5","44415.5","0.0","0.0000"
"5","T4_ClearCellBoundary_010","GT Clear cell boundary","T4_Nucleus_014","6135.0","206.1","285.0","38764.1","44446.0","38739.0","44436.0","0.0","0.0000"
"6","T4_ClearCellBoundary_011","GT Clear cell boundary","T4_Nucleus_016","5929.0","285.7","296.6","38843.7","44457.6","38820.5","44469.5","0.0","0.0000"
"7","T4_ClearCellBoundary_012","GT Clear cell boundary","T4_Nucleus_015","13877.1","423.5","313.9","38981.5","44474.9","39004.0","44440.0","0.0","0.0000"
"8","T4_ClearCellBoundary_013","GT Clear cell boundary","T4_Nucleus_017","3598.4","303.8","360.5","38861.8","44521.5","38864.0","44509.0","0.0","0.0000"
"9","T4_ClearCellBoundary_014","GT Clear cell boundary","T4_Nucleus_018","9639.4","96.4","362.7","38654.4","44523.7","38620.0","44516.0","0.0","0.0000"
"10","T4_ClearCellBoundary_015","GT Clear cell boundary","T4_Nucleus_020","5203.8","202.7","379.9","38760.7","44540.9","38745.0","44570.0","0.0","0.0000"
"11","T4_ClearCellBoundary_016","GT Clear cell boundary","T4_Nucleus_021","7353.9","463.4","396.3","39021.4","44557.3","39009.0","44579.0","0.0","0.0000"
"12","T4_ClearCellBoundary_018","GT Clear cell boundary","T4_Nucleus_023","5096.9","323.6","411.5","38881.6","44572.5","38854.0","44592.0","0.0","0.0000"
"13","T4_ClearCellBoundary_019","GT Clear cell boundary","T4_Nucleus_022","9613.5","81.8","443.8","38639.8","44604.8","38589.0","44588.0","0.0","0.0000"
