instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","yolo_T30_ClearCellBoundary_001","GT Clear cell boundary","yolo_T30_Nucleus_002","7852.5","416.1","55.7","35776.1","44963.7","35821.3","44954.3","0.0","0.0000"
"2","yolo_T30_ClearCellBoundary_002","GT Clear cell boundary","yolo_T30_Nucleus_004","6176.3","472.1","113.4","35832.1","45021.4","35847.5","45017.5","0.0","0.0000"
"3","yolo_T30_ClearCellBoundary_003","GT Clear cell boundary","yolo_T30_Nucleus_003","7868.0","97.7","149.1","35457.7","45057.1","35477.0","45011.0","0.0","0.0000"
"4","yolo_T30_ClearCellBoundary_004","GT Clear cell boundary","yolo_T30_Nucleus_005","6914.0","263.5","153.8","35623.5","45061.8","35620.4","45048.8","0.0","0.0000"
"5","yolo_T30_ClearCellBoundary_005","GT Clear cell boundary","yolo_T30_Nucleus_006","4973.5","196.1","201.9","35556.1","45109.9","35528.9","45106.7","0.0","0.0000"
"6","yolo_T30_ClearCellBoundary_006","GT Clear cell boundary","yolo_T30_Nucleus_007","15746.2","359.3","223.0","35719.3","45131.0","35727.3","45107.2","0.0","0.0000"
"7","yolo_T30_ClearCellBoundary_007","GT Clear cell boundary","yolo_T30_Nucleus_008","15902.5","151.6","308.8","35511.6","45216.8","35511.8","45143.3","0.0","0.0000"
"8","yolo_T30_ClearCellBoundary_008","GT Clear cell boundary","yolo_T30_Nucleus_009","8105.0","441.0","312.9","35801.0","45220.9","35840.5","45202.0","0.0","0.0000"
"9","yolo_T30_ClearCellBoundary_009","GT Clear cell boundary","yolo_T30_Nucleus_011","5281.0","22.5","325.9","35382.5","45233.9","35395.3","45263.3","0.0","0.0000"
"10","yolo_T30_ClearCellBoundary_010","GT Clear cell boundary","yolo_T30_Nucleus_010","2550.5","225.0","335.0","35585.0","45243.0","35579.0","45261.5","0.0","0.0000"
"11","yolo_T30_ClearCellBoundary_011","GT Clear cell boundary","yolo_T30_Nucleus_013","4308.1","287.3","359.4","35647.3","45267.4","35620.0","45281.0","0.0","0.0000"
"12","yolo_T30_ClearCellBoundary_012","GT Clear cell boundary","yolo_T30_Nucleus_012","1633.0","189.6","370.2","35549.6","45278.2","35544.0","45279.0","0.0","0.0000"
"13","yolo_T30_ClearCellBoundary_013","GT Clear cell boundary","yolo_T30_Nucleus_016","7182.0","264.5","419.8","35624.5","45327.8","35610.0","45365.0","0.0","0.0000"
"14","yolo_T30_ClearCellBoundary_014","GT Clear cell boundary","yolo_T30_Nucleus_014","7876.1","367.9","426.3","35727.9","45334.3","35705.5","45325.5","0.0","0.0000"
"15","yolo_T30_ClearCellBoundary_015","GT Clear cell boundary","yolo_T30_Nucleus_017","8810.0","168.0","469.6","35528.0","45377.6","35528.0","45365.9","0.0","0.0000"
"16","yolo_T30_ClearCellBoundary_016","GT Clear cell boundary","yolo_T30_Nucleus_015","5473.8","301.6","490.5","35661.6","45398.5","35675.0","45357.5","0.0","0.0000"
