instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","yolo_T31_ClearCellBoundary_001","GT Clear cell boundary","yolo_T31_Nucleus_004","17490.0","71.2","74.4","34407.2","45494.4","34388.9","45560.6","0.0","0.0000"
"2","yolo_T31_ClearCellBoundary_002","GT Clear cell boundary","yolo_T31_Nucleus_001","10343.9","240.3","74.9","34576.3","45494.9","34579.5","45478.0","0.0","0.0000"
"3","yolo_T31_ClearCellBoundary_003","GT Clear cell boundary","yolo_T31_Nucleus_002","11520.0","401.4","111.4","34737.4","45531.4","34756.0","45524.0","0.0","0.0000"
"4","yolo_T31_ClearCellBoundary_004","GT Clear cell boundary","yolo_T31_Nucleus_003","10387.4","294.6","117.8","34630.6","45537.8","34627.6","45526.0","0.0","0.0000"
"5","yolo_T31_ClearCellBoundary_005","GT Clear cell boundary","yolo_T31_Nucleus_007","9074.0","81.1","218.7","34417.1","45638.7","34452.9","45643.8","0.0","0.0000"
"6","yolo_T31_ClearCellBoundary_006","GT Clear cell boundary","yolo_T31_Nucleus_006","12954.1","175.5","223.2","34511.5","45643.2","34485.2","45631.9","0.0","0.0000"
"7","yolo_T31_ClearCellBoundary_007","GT Clear cell boundary","yolo_T31_Nucleus_008","8780.0","505.4","245.0","34841.4","45665.0","34839.2","45671.1","0.0","0.0000"
"8","yolo_T31_ClearCellBoundary_008","GT Clear cell boundary","yolo_T31_Nucleus_009","8925.0","251.8","286.2","34587.8","45706.2","34610.0","45695.5","0.0","0.0000"
"9","yolo_T31_ClearCellBoundary_009","GT Clear cell boundary","yolo_T31_Nucleus_010","4675.2","340.9","300.3","34676.9","45720.3","34691.2","45737.2","0.0","0.0000"
"10","yolo_T31_ClearCellBoundary_010","GT Clear cell boundary","yolo_T31_Nucleus_011","3235.5","288.0","348.6","34624.0","45768.6","34645.0","45747.0","0.0","0.0000"
"11","yolo_T31_ClearCellBoundary_011","GT Clear cell boundary","yolo_T31_Nucleus_012","3777.0","389.5","354.4","34725.5","45774.4","34700.0","45764.0","0.0","0.0000"
"12","yolo_T31_ClearCellBoundary_012","GT Clear cell boundary","yolo_T31_Nucleus_013","5458.5","206.0","373.0","34542.0","45793.0","34535.2","45768.2","0.0","0.0000"
"13","yolo_T31_ClearCellBoundary_013","GT Clear cell boundary","yolo_T31_Nucleus_015","5266.6","61.6","383.5","34397.6","45803.5","34413.7","45823.1","0.0","0.0000"
"14","yolo_T31_ClearCellBoundary_014","GT Clear cell boundary","yolo_T31_Nucleus_016","5322.9","280.6","408.4","34616.6","45828.4","34594.8","45837.7","0.0","0.0000"
"15","yolo_T31_ClearCellBoundary_015","GT Clear cell boundary","yolo_T31_Nucleus_014","6218.1","373.2","410.5","34709.2","45830.5","34674.6","45811.5","0.0","0.0000"
"16","yolo_T31_ClearCellBoundary_016","GT Clear cell boundary","yolo_T31_Nucleus_017","6160.2","113.7","423.6","34449.7","45843.6","34437.9","45843.0","0.0","0.0000"
"17","yolo_T31_ClearCellBoundary_017","GT Clear cell boundary","yolo_T31_Nucleus_018","3025.3","14.9","439.7","34350.9","45859.7","34377.0","45856.7","0.0","0.0000"
"18","yolo_T31_ClearCellBoundary_018","GT Clear cell boundary","yolo_T31_Nucleus_020","7973.5","451.5","462.5","34787.5","45882.5","34774.0","45873.5","0.0","0.0000"
"19","yolo_T31_ClearCellBoundary_019","GT Clear cell boundary","yolo_T31_Nucleus_022","3042.7","39.9","489.5","34375.9","45909.5","34355.7","45916.7","0.0","0.0000"
"20","yolo_T31_ClearCellBoundary_020","GT Clear cell boundary","yolo_T31_Nucleus_021","3923.6","115.3","491.4","34451.3","45911.4","34433.0","45893.7","0.0","0.0000"
"21","yolo_T31_ClearCellBoundary_021","GT Clear cell boundary","yolo_T31_Nucleus_019","8648.9","290.2","492.3","34626.2","45912.3","34621.6","45871.2","0.0","0.0000"
