instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","yolo_T33_ClearCellBoundary_001","GT Clear cell boundary","yolo_T33_Nucleus_002","7149.9","273.0","112.8","35633.0","45532.8","35647.0","45551.5","0.0","0.0000"
"2","yolo_T33_ClearCellBoundary_002","GT Clear cell boundary","yolo_T33_Nucleus_001","3248.0","16.1","128.6","35376.1","45548.6","35391.0","45542.0","0.0","0.0000"
"3","yolo_T33_ClearCellBoundary_003","GT Clear cell boundary","yolo_T33_Nucleus_003","2452.5","70.3","137.1","35430.3","45557.1","35426.0","45575.0","0.0","0.0000"
"4","yolo_T33_ClearCellBoundary_004","GT Clear cell boundary","yolo_T33_Nucleus_005","1973.0","100.2","161.0","35460.2","45581.0","35442.0","45593.5","0.0","0.0000"
"5","yolo_T33_ClearCellBoundary_005","GT Clear cell boundary","yolo_T33_Nucleus_008","1761.3","11.4","187.8","35371.4","45607.8","35389.5","45607.0","0.0","0.0000"
"6","yolo_T33_ClearCellBoundary_006","GT Clear cell boundary","yolo_T33_Nucleus_004","4921.5","317.9","192.4","35677.9","45612.4","35677.0","45591.5","0.0","0.0000"
"7","yolo_T33_ClearCellBoundary_007","GT Clear cell boundary","yolo_T33_Nucleus_007","5318.0","250.0","207.3","35610.0","45627.3","35621.5","45605.0","0.0","0.0000"
"8","yolo_T33_ClearCellBoundary_008","GT Clear cell boundary","yolo_T33_Nucleus_006","4529.8","75.4","213.3","35435.4","45633.3","35418.0","45605.0","0.0","0.0000"
"9","yolo_T33_ClearCellBoundary_010","GT Clear cell boundary","yolo_T33_Nucleus_011","2853.6","19.4","245.8","35379.4","45665.8","35380.5","45673.0","0.0","0.0000"
"10","yolo_T33_ClearCellBoundary_011","GT Clear cell boundary","yolo_T33_Nucleus_010","3835.5","166.7","258.0","35526.7","45678.0","35507.5","45672.5","0.0","0.0000"
"11","yolo_T33_ClearCellBoundary_012","GT Clear cell boundary","yolo_T33_Nucleus_012","3278.5","98.7","283.7","35458.7","45703.7","35459.0","45728.0","0.0","0.0000"
"12","yolo_T33_ClearCellBoundary_013","GT Clear cell boundary","yolo_T33_Nucleus_013","6065.0","430.7","315.0","35790.7","45735.0","35816.0","45728.0","0.0","0.0000"
"13","yolo_T33_ClearCellBoundary_014","GT Clear cell boundary","yolo_T33_Nucleus_015","5349.0","148.3","326.1","35508.3","45746.1","35534.5","45768.5","0.0","0.0000"
"14","yolo_T33_ClearCellBoundary_015","GT Clear cell boundary","yolo_T33_Nucleus_014","3545.0","38.1","335.9","35398.1","45755.9","35416.0","45734.5","6.5","0.0018"
"15","yolo_T33_ClearCellBoundary_016","GT Clear cell boundary","yolo_T33_Nucleus_016","7001.0","467.5","372.3","35827.5","45792.3","35815.5","45787.5","0.0","0.0000"
"16","yolo_T33_ClearCellBoundary_017","GT Clear cell boundary","yolo_T33_Nucleus_018","6259.5","234.3","396.2","35594.3","45816.2","35604.5","45810.0","0.0","0.0000"
"17","yolo_T33_ClearCellBoundary_018","GT Clear cell boundary","yolo_T33_Nucleus_019","4220.0","145.4","401.9","35505.4","45821.9","35493.5","45832.0","0.0","0.0000"
"18","yolo_T33_ClearCellBoundary_019","GT Clear cell boundary","yolo_T33_Nucleus_020","6471.7","337.3","417.2","35697.3","45837.2","35729.5","45850.5","0.0","0.0000"
"19","yolo_T33_ClearCellBoundary_020","GT Clear cell boundary","yolo_T33_Nucleus_022","8356.0","423.0","456.5","35783.0","45876.5","35753.5","45869.5","0.0","0.0000"
"20","yolo_T33_ClearCellBoundary_021","GT Clear cell boundary","yolo_T33_Nucleus_021","5364.6","216.0","466.6","35576.0","45886.6","35548.0","45860.5","0.0","0.0000"
