instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","yolo_T21_CompactCellBoundary_001","GT Compact cell boundary","yolo_T21_Nucleus_004","2183.5","264.7","15.1","34600.7","44411.1","34594.9","44428.0","0.0","0.0000"
"2","yolo_T21_ClearCellBoundary_001","GT Clear cell boundary","yolo_T21_Nucleus_002","3250.9","124.9","15.8","34460.9","44411.8","34453.2","44407.5","0.0","0.0000"
"3","yolo_T21_ClearCellBoundary_002","GT Clear cell boundary","yolo_T21_Nucleus_003","7621.0","57.1","44.5","34393.1","44440.5","34392.7","44420.7","0.0","0.0000"
"4","yolo_T21_ClearCellBoundary_003","GT Clear cell boundary","yolo_T21_Nucleus_005","4352.5","310.4","55.1","34646.4","44451.1","34632.3","44442.0","0.0","0.0000"
"5","yolo_T21_CompactCellBoundary_002","GT Compact cell boundary","yolo_T21_Nucleus_007","1540.0","181.0","66.9","34517.0","44462.9","34514.7","44474.0","0.0","0.0000"
"6","yolo_T21_CompactCellBoundary_003","GT Compact cell boundary","yolo_T21_Nucleus_006","1582.0","250.5","75.7","34586.5","44471.7","34582.5","44469.9","0.0","0.0000"
"7","yolo_T21_CompactCellBoundary_004","GT Compact cell boundary","yolo_T21_Nucleus_008","1635.5","83.6","104.1","34419.6","44500.1","34426.8","44498.3","0.0","0.0000"
"8","yolo_T21_CompactCellBoundary_005","GT Compact cell boundary","yolo_T21_Nucleus_009","1031.5","134.7","107.2","34470.7","44503.2","34469.5","44505.5","0.0","0.0000"
"9","yolo_T21_CompactCellBoundary_006","GT Compact cell boundary","yolo_T21_Nucleus_011","1396.0","160.5","117.1","34496.5","44513.1","34490.2","44517.3","0.0","0.0000"
"10","yolo_T21_CompactCellBoundary_007","GT Compact cell boundary","yolo_T21_Nucleus_010","4087.5","307.3","121.6","34643.3","44517.6","34631.4","44508.4","0.0","0.0000"
"11","yolo_T21_CompactCellBoundary_008","GT Compact cell boundary","yolo_T21_Nucleus_012","1905.5","89.7","133.5","34425.7","44529.5","34436.7","44525.9","0.0","0.0000"
"12","yolo_T21_ClearCellBoundary_004","GT Clear cell boundary","yolo_T21_Nucleus_014","5785.0","474.6","140.9","34810.6","44536.9","34838.1","44559.0","0.0","0.0000"
"13","yolo_T21_CompactCellBoundary_009","GT Compact cell boundary","yolo_T21_Nucleus_013","2432.0","13.4","144.6","34349.4","44540.6","34349.2","44550.5","0.0","0.0000"
"14","yolo_T21_ClearCellBoundary_005","GT Clear cell boundary","yolo_T21_Nucleus_015","5470.3","205.6","156.8","34541.6","44552.8","34523.9","44568.7","0.0","0.0000"
"15","yolo_T21_CompactCellBoundary_010","GT Compact cell boundary","yolo_T21_Nucleus_016","2821.5","76.8","181.8","34412.8","44577.8","34420.6","44569.7","0.0","0.0000"
