instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","T10_ClearCellBoundary_002","GT Clear cell boundary","T10_Nucleus_005","2273.2","43.3","2.9","37577.3","45693.9","37555.5","45708.0","0.0","0.0000"
"2","T10_ClearCellBoundary_004","GT Clear cell boundary","T10_Nucleus_003","2660.5","451.1","10.7","37985.1","45701.7","38003.0","45697.5","0.0","0.0000"
"3","T10_ClearCellBoundary_005","GT Clear cell boundary","T10_Nucleus_007","2528.0","380.3","28.2","37914.3","45719.2","37914.0","45721.5","0.0","0.0000"
"4","T10_ClearCellBoundary_006","GT Clear cell boundary","T10_Nucleus_006","3899.0","169.5","37.9","37703.5","45728.9","37696.5","45721.5","0.0","0.0000"
"5","T10_ClearCellBoundary_007","GT Clear cell boundary","T10_Nucleus_004","4171.3","114.3","42.7","37648.3","45733.7","37644.0","45707.5","0.0","0.0000"
"6","T10_ClearCellBoundary_008","GT Clear cell boundary","T10_Nucleus_008","3359.5","333.7","63.1","37867.7","45754.1","37874.0","45748.0","0.0","0.0000"
"7","T10_ClearCellBoundary_009","GT Clear cell boundary","T10_Nucleus_009","5605.5","271.4","82.5","37805.4","45773.5","37832.5","45781.0","0.0","0.0000"
"8","T10_ClearCellBoundary_010","GT Clear cell boundary","T10_Nucleus_010","5533.5","415.6","91.2","37949.6","45782.2","37959.5","45802.5","0.0","0.0000"
"9","T10_ClearCellBoundary_011","GT Clear cell boundary","T10_Nucleus_013","9817.0","103.4","133.8","37637.4","45824.8","37627.5","45857.0","0.0","0.0000"
"10","T10_ClearCellBoundary_012","GT Clear cell boundary","T10_Nucleus_011","6447.0","312.3","138.1","37846.3","45829.1","37796.0","45838.5","0.0","0.0000"
"11","T10_ClearCellBoundary_013","GT Clear cell boundary","T10_Nucleus_012","4106.0","433.4","153.6","37967.4","45844.6","37940.5","45846.5","0.0","0.0000"
"12","T10_ClearCellBoundary_014","GT Clear cell boundary","T10_Nucleus_014","6853.5","161.5","192.9","37695.5","45883.9","37674.0","45890.0","0.0","0.0000"
"13","T10_ClearCellBoundary_015","GT Clear cell boundary","T10_Nucleus_015","6991.5","144.2","275.5","37678.2","45966.5","37647.0","45940.0","0.0","0.0000"
"14","T10_ClearCellBoundary_016","GT Clear cell boundary","T10_Nucleus_017","10091.9","55.5","304.9","37589.5","45995.9","37610.0","46006.5","2.0","0.0002"
"15","T10_ClearCellBoundary_017","GT Clear cell boundary","T10_Nucleus_019","6563.0","201.7","352.3","37735.7","46043.3","37733.0","46081.5","0.0","0.0000"
"16","T10_ClearCellBoundary_018","GT Clear cell boundary","T10_Nucleus_018","6108.5","72.0","372.1","37606.0","46063.1","37610.0","46072.0","12.5","0.0020"
"17","T10_ClearCellBoundary_019","GT Clear cell boundary","T10_Nucleus_020","5256.8","255.1","397.8","37789.1","46088.8","37784.0","46094.5","0.0","0.0000"
"18","T10_ClearCellBoundary_020","GT Clear cell boundary","T10_Nucleus_022","11711.5","138.6","435.4","37672.6","46126.4","37679.0","46129.0","0.0","0.0000"
"19","T10_ClearCellBoundary_021","GT Clear cell boundary","T10_Nucleus_021","5659.5","33.4","452.4","37567.4","46143.4","37552.5","46125.5","0.0","0.0000"
"20","T10_ClearCellBoundary_022","GT Clear cell boundary","T10_Nucleus_023","8141.3","225.5","476.9","37759.5","46167.9","37733.0","46150.0","8.0","0.0010"
