instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","yolo_T29_ClearCellBoundary_001","GT Clear cell boundary","yolo_T29_Nucleus_001","9948.3","29.6","51.3","35389.6","44447.3","35395.0","44413.5","0.0","0.0000"
"2","yolo_T29_ClearCellBoundary_002","GT Clear cell boundary","yolo_T29_Nucleus_002","17574.5","459.9","89.0","35819.9","44485.0","35775.5","44511.5","0.0","0.0000"
"3","yolo_T29_ClearCellBoundary_003","GT Clear cell boundary","yolo_T29_Nucleus_003","7182.5","213.2","89.4","35573.2","44485.4","35598.5","44525.0","0.0","0.0000"
"4","yolo_T29_CompactCellBoundary_001","GT Compact cell boundary","yolo_T29_Nucleus_004","4065.8","474.3","190.0","35834.3","44586.0","35810.5","44593.0","0.0","0.0000"
"5","yolo_T29_ClearCellBoundary_004","GT Clear cell boundary","yolo_T29_Nucleus_006","9358.0","327.0","204.8","35687.0","44600.8","35682.7","44656.7","0.0","0.0000"
"6","yolo_T29_ClearCellBoundary_006","GT Clear cell boundary","yolo_T29_Nucleus_008","10382.0","206.6","261.1","35566.6","44657.1","35537.5","44712.0","0.0","0.0000"
"7","yolo_T29_ClearCellBoundary_007","GT Clear cell boundary","yolo_T29_Nucleus_010","4025.0","287.7","281.7","35647.7","44677.7","35662.5","44712.5","0.0","0.0000"
"8","yolo_T29_ClearCellBoundary_008","GT Clear cell boundary","yolo_T29_Nucleus_007","5546.5","368.0","284.1","35728.0","44680.1","35696.0","44686.5","0.0","0.0000"
"9","yolo_T29_ClearCellBoundary_009","GT Clear cell boundary","yolo_T29_Nucleus_009","6910.5","127.2","290.0","35487.2","44686.0","35484.0","44712.5","0.0","0.0000"
"10","yolo_T29_ClearCellBoundary_010","GT Clear cell boundary","yolo_T29_Nucleus_011","11892.0","464.0","335.6","35824.0","44731.6","35814.5","44720.0","0.0","0.0000"
"11","yolo_T29_ClearCellBoundary_011","GT Clear cell boundary","yolo_T29_Nucleus_013","2975.8","343.5","345.0","35703.5","44741.0","35686.0","44732.0","0.0","0.0000"
"12","yolo_T29_ClearCellBoundary_012","GT Clear cell boundary","yolo_T29_Nucleus_012","8600.6","200.7","365.0","35560.7","44761.0","35569.5","44720.5","0.0","0.0000"
"13","yolo_T29_ClearCellBoundary_013","GT Clear cell boundary","yolo_T29_Nucleus_014","2950.0","273.9","423.4","35633.9","44819.4","35628.5","44834.0","0.0","0.0000"
"14","yolo_T29_ClearCellBoundary_014","GT Clear cell boundary","yolo_T29_Nucleus_015","2673.0","186.4","443.3","35546.4","44839.3","35538.0","44837.5","0.0","0.0000"
"15","yolo_T29_ClearCellBoundary_015","GT Clear cell boundary","yolo_T29_Nucleus_017","3419.5","140.4","510.9","35500.4","44906.9","35483.0","44879.0","0.0","0.0000"
