instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","T20_ClearCellBoundary_001","GT Clear cell boundary","T20_Nucleus_001","4966.5","70.7","24.9","36580.7","45203.9","36579.5","45231.5","0.0","0.0000"
"2","T20_ClearCellBoundary_003","GT Clear cell boundary","T20_Nucleus_002","6416.0","103.4","96.7","36613.4","45275.7","36609.0","45251.0","0.0","0.0000"
"3","T20_CompactCellBoundary_001","GT Compact cell boundary","T20_Nucleus_004","978.5","507.2","104.5","37017.2","45283.5","37018.5","45284.0","0.0","0.0000"
"4","T20_ClearCellBoundary_004","GT Clear cell boundary","T20_Nucleus_005","5651.5","379.6","143.8","36889.6","45322.8","36899.0","45316.0","0.0","0.0000"
"5","T20_ClearCellBoundary_005","GT Clear cell boundary","T20_Nucleus_006","10529.5","148.8","179.0","36658.8","45358.0","36678.0","45362.5","0.0","0.0000"
"6","T20_ClearCellBoundary_006","GT Clear cell boundary","T20_Nucleus_007","4876.8","353.2","212.3","36863.2","45391.3","36884.5","45391.5","0.0","0.0000"
"7","T20_ClearCellBoundary_007","GT Clear cell boundary","T20_Nucleus_010","5628.5","44.7","241.0","36554.7","45420.0","36563.5","45428.5","0.0","0.0000"
"8","T20_ClearCellBoundary_008","GT Clear cell boundary","T20_Nucleus_008","6041.5","274.0","244.4","36784.0","45423.4","36769.5","45419.5","0.0","0.0000"
"9","T20_ClearCellBoundary_009","GT Clear cell boundary","T20_Nucleus_009","8879.9","126.8","271.8","36636.8","45450.8","36619.5","45427.0","0.0","0.0000"
"10","T20_ClearCellBoundary_010","GT Clear cell boundary","T20_Nucleus_011","9432.0","440.5","273.8","36950.5","45452.8","36884.0","45463.0","0.0","0.0000"
"11","T20_ClearCellBoundary_011","GT Clear cell boundary","T20_Nucleus_012","3077.4","47.9","313.3","36557.9","45492.3","36572.5","45473.5","0.0","0.0000"
"12","T20_ClearCellBoundary_012","GT Clear cell boundary","T20_Nucleus_013","3067.5","73.3","349.6","36583.3","45528.6","36581.0","45522.0","0.0","0.0000"
"13","T20_ClearCellBoundary_013","GT Clear cell boundary","T20_Nucleus_015","7381.6","159.4","362.4","36669.4","45541.4","36616.0","45551.5","0.0","0.0000"
"14","T20_ClearCellBoundary_015","GT Clear cell boundary","T20_Nucleus_016","1471.5","97.9","397.3","36607.9","45576.3","36622.0","45577.0","0.0","0.0000"
"15","T20_ClearCellBoundary_016","GT Clear cell boundary","T20_Nucleus_018","8088.0","216.7","430.2","36726.7","45609.2","36697.0","45614.5","0.0","0.0000"
"16","T20_ClearCellBoundary_017","GT Clear cell boundary","T20_Nucleus_019","4923.5","48.6","450.5","36558.6","45629.5","36564.0","45624.0","0.0","0.0000"
"17","T20_ClearCellBoundary_018","GT Clear cell boundary","T20_Nucleus_017","8552.5","121.4","456.3","36631.4","45635.3","36663.0","45613.0","0.0","0.0000"
"18","T20_ClearCellBoundary_019","GT Clear cell boundary","T20_Nucleus_021","8761.0","341.2","459.3","36851.2","45638.3","36879.5","45661.5","0.0","0.0000"
