instance_label,boundary_name,boundary_class,nucleus_name,boundary_area_px,local_centroid_x,local_centroid_y,wsi_centroid_x,wsi_centroid_y,nucleus_wsi_x,nucleus_wsi_y,stroma_overlap_px,stroma_overlap_fraction
"1","T9_ClearCellBoundary_006","GT Clear cell boundary","T9_Nucleus_010","3753.0","279.6","38.6","38325.6","45729.6","38322.0","45767.0","0.0","0.0000"
"2","T9_ClearCellBoundary_007","GT Clear cell boundary","T9_Nucleus_007","9021.0","176.3","55.6","38222.3","45746.6","38236.5","45751.5","0.0","0.0000"
"3","T9_ClearCellBoundary_008","GT Clear cell boundary","T9_Nucleus_013","2189.0","299.9","113.0","38345.9","45804.0","38337.0","45809.5","0.0","0.0000"
"4","T9_ClearCellBoundary_009","GT Clear cell boundary","T9_Nucleus_014","9170.0","217.5","135.8","38263.5","45826.8","38264.5","45820.0","0.0","0.0000"
"5","T9_ClearCellBoundary_010","GT Clear cell boundary","T9_Nucleus_012","7508.5","436.3","141.7","38482.3","45832.7","38466.0","45809.0","0.0","0.0000"
"6","T9_ClearCellBoundary_011","GT Clear cell boundary","T9_Nucleus_015","1099.5","293.8","155.8","38339.8","45846.8","38334.5","45845.0","0.0","0.0000"
"7","T9_ClearCellBoundary_012","GT Clear cell boundary","T9_Nucleus_017","2581.5","292.6","195.7","38338.6","45886.7","38352.5","45885.0","0.0","0.0000"
"8","T9_ClearCellBoundary_013","GT Clear cell boundary","T9_Nucleus_018","4616.5","364.9","205.6","38410.9","45896.6","38423.5","45904.0","0.0","0.0000"
"9","T9_ClearCellBoundary_014","GT Clear cell boundary","T9_Nucleus_020","6346.5","449.5","228.9","38495.5","45919.9","38476.5","45922.5","0.0","0.0000"
"10","T9_ClearCellBoundary_015","GT Clear cell boundary","T9_Nucleus_023","10345.5","171.2","251.0","38217.2","45942.0","38187.0","45978.5","0.0","0.0000"
"11","T9_ClearCellBoundary_016","GT Clear cell boundary","T9_Nucleus_022","4040.5","260.1","252.7","38306.1","45943.7","38314.5","45976.5","0.0","0.0000"
"12","T9_ClearCellBoundary_017","GT Clear cell boundary","T9_Nucleus_021","5668.5","315.7","290.7","38361.7","45981.7","38346.5","45969.5","0.0","0.0000"
"13","T9_ClearCellBoundary_018","GT Clear cell boundary","T9_Nucleus_025","6013.0","106.5","316.5","38152.5","46007.5","38184.0","46015.5","0.0","0.0000"
"14","T9_ClearCellBoundary_019","GT Clear cell boundary","T9_Nucleus_024","11265.0","226.2","345.5","38272.2","46036.5","38259.0","46007.0","0.0","0.0000"
"15","T9_ClearCellBoundary_020","GT Clear cell boundary","T9_Nucleus_028","5696.0","302.0","424.7","38348.0","46115.7","38351.5","46132.0","0.0","0.0000"
"16","T9_ClearCellBoundary_021","GT Clear cell boundary","T9_Nucleus_029","3047.5","315.6","483.0","38361.6","46174.0","38343.0","46185.0","0.0","0.0000"
